Date,City,Year,Month,Temperature_at_2m,Relative_Humidity_at_2m,Surface_Pressure,Wind_Speed_at_2m,Monthly_Precipitation,Rolling_3Month_Precipitation,SPI_3,Year_Month
1982-05-01,Riyadh,1982,5,30.424516129032256,24.416774193548385,94.09935483870967,2.94258064516129,0.0,83.79,2.202599871420153,1982-05
1982-06-01,Riyadh,1982,6,33.48566666666667,12.377333333333333,93.666,3.115666666666667,0.0,2.6600000000000144,-0.18189501413064518,1982-06
1982-07-01,Riyadh,1982,7,34.262903225806454,12.294516129032258,93.38612903225805,2.7674193548387094,0.2,0.20000000000001422,0.11362515566451861,1982-07
1982-08-01,Riyadh,1982,8,33.26096774193548,12.102580645161291,93.46,2.823225806451613,2.26,2.460000000000014,1.8685955636129785,1982-08
1982-09-01,Riyadh,1982,9,32.03766666666667,14.649666666666667,94.01233333333333,2.3116666666666665,1.31,3.7700000000000142,2.143038113208616,1982-09
1982-10-01,Riyadh,1982,10,26.450967741935486,28.233548387096775,94.38064516129033,3.016451612903226,10.149999999999999,13.720000000000013,1.9369015225293271,1982-10
1982-11-01,Riyadh,1982,11,16.598333333333333,52.168,94.62233333333333,3.0163333333333333,20.160000000000004,31.62000000000002,1.5703329443491687,1982-11
1982-12-01,Riyadh,1982,12,11.32,58.501290322580644,94.84709677419356,2.7145161290322584,33.8,64.11000000000001,1.736724570249664,1982-12
1983-01-01,Riyadh,1983,1,10.688064516129032,52.44741935483871,94.92903225806452,2.9090322580645163,16.05,70.01000000000002,1.5703970329287689,1983-01
1983-02-01,Riyadh,1983,2,13.102857142857143,43.09357142857143,94.64892857142857,2.6471428571428572,6.49,56.34000000000001,1.253151303895303,1983-02
1983-03-01,Riyadh,1983,3,16.368709677419353,41.11387096774193,94.52967741935484,3.104516129032258,25.529999999999994,48.07000000000001,0.9971873246796326,1983-03
1983-04-01,Riyadh,1983,4,23.941,38.712,94.19,3.1069999999999998,11.35,43.37000000000001,1.0461229022396672,1983-04
1983-05-01,Riyadh,1983,5,31.340645161290322,24.20451612903226,93.93741935483871,3.009677419354839,9.12,46.00000000000001,1.4002675993003664,1983-05
1983-06-01,Riyadh,1983,6,33.69266666666667,14.832333333333334,93.74166666666666,2.815,0.0,20.470000000000013,1.257200106604182,1983-06
1983-07-01,Riyadh,1983,7,34.82096774193548,11.165806451612903,93.38387096774194,2.9848387096774194,0.0,9.120000000000013,1.536146349547806,1983-07
1983-08-01,Riyadh,1983,8,34.33064516129032,15.250322580645161,93.38967741935484,2.94741935483871,0.48,0.4800000000000142,1.0580725887777493,1983-08
1983-09-01,Riyadh,1983,9,30.671666666666667,13.257666666666667,93.846,2.1823333333333332,0.0,0.4800000000000142,1.0930447286180374,1983-09
